,j_tittle,c_name,company_locations,job_description,Apply_link
10,Jr. Software Development Engineer,Blueprint,"Bellevue, WA","$$$ Who is Blueprint?We are a technology solutions firm headquartered in Bellevue, Washington, with a strong presence across the United States. Unified by a shared passion for solving complicated problems, our people are our greatest asset. We use technology as a tool to bridge the gap between strategy and execution, powered by the knowledge, skills, and the expertise of our teams, who all have unique perspectives and years of experience across multiple industries. We're bold, smart, agile, and fun.What does Blueprint do?Blueprint helps organizations unlock value from existing assets by leveraging cutting-edge technology to create additional revenue streams and new lines of business. We connect strategy, business solutions, products, and services to transform and grow companies.Why Blueprint?At Blueprint, we believe in the power of possibility and are passionate about bringing it to life. Whether you join our bustling product division, our multifaceted services team or you want to grow your career, your ability to make an impact is amplified when you join one of our teams. You'll focus on solving unique business problems while gaining hands-on experience with the world's best technology. We believe in unique perspectives and build teams of people with diverse skillsets and backgrounds. At Blueprint, you'll have the opportunity to work with multiple clients and teams, such as data science and product development, all while learning, growing, and developing new solutions. We guarantee you won't find a better place to work and thrive than at Blueprint.We are looking for aJr. Software Development Engineerto join us as we build cutting-edge technology solutions! This is your opportunity to be part of a team that is committed to delivering best-in-class service to our customers.In this role you will contribute to the development, deployment, and maintenance of our Azure-based reinforcement learning loop project. The ideal candidate will have experience with Azure deployment, CICD processes, and C#/app development/debugging. They will play a crucial role in packaging components, ensuring compliance, automating processes, and providing documentation for seamless project integration.Responsibilities:Package the reinforcement learning loop component in a Docker image or similar mechanism.Publish the packaged component to a public container registry like Azure Container Registry.Ensure compliance with internal release tracker process and certification for public release.Publish Bicep scripts to create related resources for deploying the image in Azure subscriptions.Open-source the repository for the component following Microsoft's open-source process.Create comprehensive documentation for easy project consumption.Perform system runs, conduct sanity checks, performance tests, and troubleshoot issues.Qualifications:Bachelor's degree in computer science, software engineering, or a relevant field required.Minimum of 2 years of experience in software development and deployment.Verbal and written communication skills, problem-solving skills, customer service, and interpersonal skills.Ability to work independently and manage time effectively.Package C# components, build container images, and automate related processes.Basic troubleshooting skills and the ability to make system changes to resolve issues.Basic knowledge of computer hardware and software.Proficiency in C#, Docker, CI/CD, Azure services (EventHub, Storage, AKS), and Azure deployment tools (Bicep, ARM, identity).Preferred Qualifications:Familiarity with Bicep scripting language.Salary RangePay ranges vary based on multiple factors including, without limitation, skill sets, education, responsibilities, experience, and geographical market. The pay range for this position reflects geographic based ranges for Washington state: $80,000 - $87,000 USD/annually. The salary/wage and job title for this opening will be based on the selected candidate's qualifications and experience and may be outside this range.Equal Opportunity EmployerBlueprint Technologies, LLC is an equal employment opportunity employer. Qualified applicants are considered without regard to race, color, age, disability, sex, gender identity or expression, orientation, veteran/military status, religion, national origin, ancestry, marital, or familial status, genetic information, citizenship, or any other status protected by law.If you need assistance or a reasonable accommodation to complete the application process, please reach out to: recruiting@bpcs.comBlueprint believes in the importance of a healthy and happy team, which is why our comprehensive benefits package includes:Medical, dental, and vision coverageFlexible Spending Account401k programCompetitive PTO offeringsParental LeaveOpportunities for professional growth and developmentLocation:RemoteShow moreShow less",https://www.linkedin.com/jobs/view/jr-software-development-engineer-at-blueprint-3997817129?position=11&pageNum=0&refId=aypv74DwICvOomEBmb9VZA%3D%3D&trackingId=fYBwKIJscNkwjN0%2Fhj6ttQ%3D%3D&trk=public_jobs_jserp-result_search-card
11,Junior Software Engineer,"Sonalysts, Inc.","Waterford, CT",Related to grapgics design,https://www.linkedin.com/jobs/view/junior-software-engineer-at-sonalysts-inc-3996834767?position=12&pageNum=0&refId=aypv74DwICvOomEBmb9VZA%3D%3D&trackingId=e33yHpm8HsIlilHUS%2BDodA%3D%3D&trk=public_jobs_jserp-result_search-card
12,Lead Software Engineer,ECP,"Denver, CO","$$$ Note - this is a remote position. We are open to remote candidates located in the US.ECP is growing quickly and is looking for experienced engineers looking to join an amazing team and write great code to help make life better at senior living communities around the world.ECP is a market-leading SaaS solution that enables senior living communities to better care for their residents. ECP is used in over 6,000 communities around the world. We're looking to further expand by increasing the number of customers that use our software and increasing the scope of how we serve our customers by developing and releasing new products.As a talented and experienced developer, you will jump right in and play a lead role as we build new applications, enhance and expand our product, improve our processes, and continuously tune and modernize our tech stack. You will join a talented and committed team, and you will have constant opportunities to learn about our business, work with state-of-the-art tools and technology, and build solutions that fuel our growth.Responsibilities:Develop applications using jQuery, Bootstrap, and Adobe ColdFusionBe exposed to, work with and learn other technologies including ReactJS, NodeJS, and PostgreSQLContribute to code base hosted on AWSStay intellectually curious and up to date on technical best practicesDesign and architect new applications using cutting edge technologyWork collaboratively in a team. Perform as a productive teammate with your fellow developers and others involved in the development process. Communicate frequently and openly, help those around you to deliver more effectively, and embrace and help to enforce team standards for communication, code management, and development processDevelop an understanding of our overall product and platform. Understand how the work you contribute will fit into our overall development pipeline, and how the functionality you build will benefit our customers, their constituents, and our companyConduct weekly 1:1s with engineers, help to define and set goals, mentor and coach for performanceRequirementsBachelor's Degree in Computer Science or related field4+ years software development experienceTeam lead and/or Scrum Master experienceAbility to troubleshoot and solve technical problems autonomouslyProficiency with full-stack front-end and back-end frameworks and languagesAn interest in mentoring, or possibly managing other engineers2+ years of experience with Adobe ColdFusion2+ years of experience with SQL (MSSQL, PostgreSQL)2+ years of experience designing and architecting scalable applicationsPassion and excitement for writing great code that actually helps peopleExperience developing in accordance with common applicable design patterns and object-oriented developmentExperience working in an agile development processFluent English, grammatical skillsLegally authorized to work in the United States without sponsorshipShow moreShow less",https://www.linkedin.com/jobs/view/lead-software-engineer-at-ecp-3995284361?position=13&pageNum=0&refId=aypv74DwICvOomEBmb9VZA%3D%3D&trackingId=WT85klKWzS%2F%2FTSYva9AUqQ%3D%3D&trk=public_jobs_jserp-result_search-card
13,Lead Software Engineer,ECP,"New York, NY","$$$ Note - this is a remote position. We are open to remote candidates located in the US.ECP is growing quickly and is looking for experienced engineers looking to join an amazing team and write great code to help make life better at senior living communities around the world.ECP is a market-leading SaaS solution that enables senior living communities to better care for their residents. ECP is used in over 6,000 communities around the world. We're looking to further expand by increasing the number of customers that use our software and increasing the scope of how we serve our customers by developing and releasing new products.As a talented and experienced developer, you will jump right in and play a lead role as we build new applications, enhance and expand our product, improve our processes, and continuously tune and modernize our tech stack. You will join a talented and committed team, and you will have constant opportunities to learn about our business, work with state-of-the-art tools and technology, and build solutions that fuel our growth.Responsibilities:Develop applications using jQuery, Bootstrap, and Adobe ColdFusionBe exposed to, work with and learn other technologies including ReactJS, NodeJS, and PostgreSQLContribute to code base hosted on AWSStay intellectually curious and up to date on technical best practicesDesign and architect new applications using cutting edge technologyWork collaboratively in a team. Perform as a productive teammate with your fellow developers and others involved in the development process. Communicate frequently and openly, help those around you to deliver more effectively, and embrace and help to enforce team standards for communication, code management, and development processDevelop an understanding of our overall product and platform. Understand how the work you contribute will fit into our overall development pipeline, and how the functionality you build will benefit our customers, their constituents, and our companyConduct weekly 1:1s with engineers, help to define and set goals, mentor and coach for performanceRequirementsBachelor's Degree in Computer Science or related field4+ years software development experienceTeam lead and/or Scrum Master experienceAbility to troubleshoot and solve technical problems autonomouslyProficiency with full-stack front-end and back-end frameworks and languagesAn interest in mentoring, or possibly managing other engineers2+ years of experience with Adobe ColdFusion2+ years of experience with SQL (MSSQL, PostgreSQL)2+ years of experience designing and architecting scalable applicationsPassion and excitement for writing great code that actually helps peopleExperience developing in accordance with common applicable design patterns and object-oriented developmentExperience working in an agile development processFluent English, grammatical skillsLegally authorized to work in the United States without sponsorshipShow moreShow less",https://www.linkedin.com/jobs/view/lead-software-engineer-at-ecp-3995282535?position=14&pageNum=0&refId=aypv74DwICvOomEBmb9VZA%3D%3D&trackingId=pLyvAIUwnA8xfzypiixUAA%3D%3D&trk=public_jobs_jserp-result_search-card
14,Accounting Assistant,DataXoom,"Manchester, NH",Related to grapgics design,https://www.linkedin.com/jobs/view/accounting-assistant-at-dataxoom-3996786876?position=15&pageNum=0&refId=aypv74DwICvOomEBmb9VZA%3D%3D&trackingId=IZ4IbZqn76RRR%2FzPq%2BxzyA%3D%3D&trk=public_jobs_jserp-result_search-card
15,Senior Accountant / Accounting Manager,Kforce Inc,"New York, NY","$$$ ResponsibilitiesKforce's client, a global professional services company headquartered in New York, NY is seeking a Senior Accountant/Accounting Manager. This is a unique role that not only has classic corporate accounting but also high-end work supporting external auditors and improving controls, policies, and procedures. Duties will include:Preparation of financial statementsSenior Accountant/Accounting Manager will support external auditAccount analysis and reconciliationTechnical accountingAs a Senior Accountant/Accounting Manager, you will improve policies, procedures, and controlsRequirementsBachelor's degree in Accounting; Advanced degree a plusCPAPublic accounting and audit experienceExperience with global clients or employersBig 4 experience a plusThe pay range is the lowest to highest compensation we reasonably in good faith believe we would pay at posting for this role. We may ultimately pay more or less than this range. Employee pay is based on factors like relevant education, qualifications, certifications, experience, skills, seniority, location, performance, union contract and business needs. This range may be modified in the future.We offer comprehensive benefits including medical/dental/vision insurance, HSA, FSA, 401(k), and life, disability & ADD insurance to eligible employees. Salaried personnel receive paid time off. Hourly employees are not eligible for paid time off unless required by law. Hourly employees on a Service Contract Act project are eligible for paid sick leave.Note: Pay is not considered compensation until it is earned, vested and determinable. The amount and availability of any compensation remains in Kforce's sole discretion unless and until paid and may be modified in its discretion consistent with the law.This job is not eligible for bonuses, incentives or commissions.Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.Show moreShow less",https://www.linkedin.com/jobs/view/senior-accountant-accounting-manager-at-kforce-inc-3976337910?position=16&pageNum=0&refId=aypv74DwICvOomEBmb9VZA%3D%3D&trackingId=gd3rjje9c00SyTvpR46nzg%3D%3D&trk=public_jobs_jserp-result_search-card
16,Software Design Engineer,Blueprint,"Bellevue, WA",Related to grapgics design,https://www.linkedin.com/jobs/view/software-design-engineer-at-blueprint-3997818050?position=17&pageNum=0&refId=aypv74DwICvOomEBmb9VZA%3D%3D&trackingId=tTe4BAPF40BK0GMVS4P7Ug%3D%3D&trk=public_jobs_jserp-result_search-card
17,Software Engineer,Venture Talent Consulting,United States,Related to grapgics design,https://www.linkedin.com/jobs/view/software-engineer-at-venture-talent-consulting-3997396124?position=18&pageNum=0&refId=aypv74DwICvOomEBmb9VZA%3D%3D&trackingId=p2dyN5A7yx7xOfOr1gBycQ%3D%3D&trk=public_jobs_jserp-result_search-card
18,Junior Software Engineer,Patterned Learning Career,"New Orleans, LA",Related to grapgics design,https://www.linkedin.com/jobs/view/junior-software-engineer-at-patterned-learning-career-3997399341?position=19&pageNum=0&refId=aypv74DwICvOomEBmb9VZA%3D%3D&trackingId=vON1l5KEiLzpONvbkO1X5Q%3D%3D&trk=public_jobs_jserp-result_search-card
19,Software Engineer - Level 2,Lockheed Martin,"Fort Worth, TX","$$$ Basic QualificationsAgile/SAFe role experience such as PO/Scrum Master, etc. (OR some kind of equivalent semi-team-head type role) experienceGit (does not have to be a particular interface like Bitbucket or Gitlab) experienceJira experienceBachelors degree from an accredited college in a related discipline or equivalent work experience.Job Code/TitleE1072:Software EngineerJob DescriptionYou will be the Software Engineer for the Ground Systems Build and Pipeline Team for F-22 IMIS.What You Will Be DoingThe F-22 Integrated Maintenance Information System (IMIS) is looking for a combination Scrum Master & Software Engineer for our Build & Pipeline Team. The Expected Share of Scrum Master to Software Engineer tasking is expected to be something in the ballpark of 60%/40%. Your responsibilities will include:Interfacing with a handful other development teams to ensure their dependencies are being properly coordinated and worked into the team's backlog.Interfacing with Management, Architecture, System Engineering, Security, Formal Configuration Management, and System Test, Quality, and Legal to ensure that requirements are being met, and processes adhered to.Aspiring to raise the bar and prioritizing ""doing what's right"" over everything else.Coordinating with the team's technical lead to properly translate technical work into achievable plans.Laying out the ""runway"" for the team to be able to continue development with less context switching & interruptions. Acting as a gatekeeper to filter in work, and enabling the team to produce more product more reliably.Understanding and working on solving technical challenges relating to modernizing and automating manual processes surrounding a very legacy set of software.Engaging in informative discussions to provide insight into contemporary software development methodologies for stakeholders who may not be familiar with current industry practices.What’s In It For You: 3 day weekends every weekend!From onsite to remote, we offer flexible work schedules to comprehensive benefits investing in your future and security, Learn more about Lockheed Martin’s comprehensive benefits package here.Do you want to be part of a company culture that empowers employees to think big, lead with a growth mindset, and make the impossible a reality? We provide the resources and give you the flexibility to enable inspiration and focus -if you have the passion and courage to dream big, work hard, and have fun doing what you love then we want to build a better tomorrow with you.Who You AreYou are a multi-faceted teammate able to communicate and function effectively on an engineering team to create a collaborative and inclusive environment that allows for the establishment of mission goals. You have experience with itemized planning and prioritization of tasks that drives the efficient execution of objectives.Our Commitment to DEIWe Hear You, We See You. At LM Aeronautics, we invest in people and promoting the sharing of ideas to create incredible solutions. We know that our success depends on the combined efforts of diverse-thinkers like you! At LM Aeronautics, we cultivate an inclusive environment that appreciates differences and unique thinking.Our global commitment to diversity and inclusion reflects our values of doing what's right, respecting others and performing with excellence. Learn more here: Global DEI.At Lockheed Martin Aeronautics, we're taking innovation to the next level. From designing the most advanced air vehicle to designing aircraft that defies gravity, our engineers live on the cutting edge of technology.This position is in Fort Worth, TX Discover Fort Worth.Must be a US Citizen; this position will require a government security clearance with an Interim Secret to start. This position is located at a facility that requires special access.Desired SkillsExperience with:Jenkins CINexus Artifact RepositoryOracle Solaris OSRed Hat Enterprise Linux (RHEL)PythonBashGroovy (Jenkinsfiles, Gradle)Make, CMakeDocker/PodmanRPM/YUM/DNFMavenAntGitlab CIAny kind of Robotic Process Automation (RPA) Framework like SilkTest or TestCompleteVMWare WorkstationVMWare ESXiK8s (Vanilla/Rancher)AnsibleC++JavaOther Important InformationBy applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings.Ability to work remotelyOnsite Full-time: The work associated with this position will be performed onsite at a designated Lockheed Martin facility.Select the Telework classification for this positionEmployee will work on-site full-timeAbility to TelecommuteNo telecommutingShiftFirstWork Schedule InformationLockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits.Work Schedule4x10 hour day, 3 days off per weekSecurity Clearance InformationThis position requires a government security clearance, you must be a US Citizen for consideration.Security ClearanceSecretLMCareers Business UnitAeronautics CompanyDepartment6B4F00:FW GROUND SYSTEMSJob ClassSoftware EngineeringJob CategoryExperienced ProfessionalCity, StateFort Worth-TXCityFort WorthZip76108VirtualnoRelocation/Housing Stipend AvailablePossibleReq TypeFull-TimeDirect/IndirectDirectJoin us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.EEOLockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.The application window will close in 90 days; applicants are encouraged to apply within 5 - 30 days of the requisition posting date in order to receive optimal consideration.National Pay StatementPay Rate:The annual base salary range for this position in California and New York (excluding most major metropolitan areas), Colorado, Hawaii, Washington or Washington DC is $70,500 - $135,000 . Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/ training, key skills as well as market and business considerations when extending an offer.Benefits offered:Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays.(Washington state applicants only) Non-represented full-time employees: accrue at least 10 hours per month of Paid Time Off (PTO) to be used for incidental absences and other reasons; receive at least 90 hours for holidays. Represented full time employees accrue 6.67 hours of Vacation per month; accrue up to 52 hours of sick leave annually; receive at least 96 hours for holidays. PTO, Vacation, sick leave, and holiday hours are prorated based on start date during the calendar year.This position is incentive plan eligible.Premium Pay StatementPay Rate:The annual base salary range for this position in most major metropolitan areas in California and New York is $81,000 - $152,600. Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate’s work experience, education/ training, key skills as well as market and business considerations when extending an offer.Benefits offered:Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays.This position is incentive plan eligible.Show moreShow less",https://www.linkedin.com/jobs/view/software-engineer-level-2-at-lockheed-martin-3996300817?position=20&pageNum=0&refId=aypv74DwICvOomEBmb9VZA%3D%3D&trackingId=ycmUmbfiQd8JxPXRZ0TkfQ%3D%3D&trk=public_jobs_jserp-result_search-card
